,date,recordedBy,recordNumber,identifiedBy,scientificName,acceptedScientificName,decimalLatitude,decimalLongitude,locality,countryCode,basisOfRecord,institutionCode,species,gbifID,scientificNameVerbatum,identificationQualifier,hasGeospatialIssues,ownerInstitutionCode,informationWithheld,genericName,specificEpithet,infraspecificEpithet
12,1977-03-13T00:00:00Z,Alwyn H. Gentry|Douglas C. Daly,Gentry 18241,P.J. Maas,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-4.24083,-69.94222,"Tabatinga, trail NE from Colombian border at Leticia.",BR,PRESERVED_SPECIMEN,MO,NA,1259103377,Costus acreanus (Loes.) Maas,,FALSE,MOBOT,,Costus,acreanus,
13,2004-01-11T00:00:00Z,Luis Valenzuela G.,Valenzuela Gamarra 2506,P.J.M. Maas (WAG),Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-12.51083,-68.77638,"Dist. Las Piedras, Comunidad Nativa Palma Real. Bosque Secundario.",PE,PRESERVED_SPECIMEN,MO,NA,1260092058,Costus acreanus (Loes.) Maas,,FALSE,MOBOT,,Costus,acreanus,
14,1980-04-16T00:00:00Z,Philip J. Barbour,Barbour 4781,Paul Maas (WAG),Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-12.816667,-69.283333,"Tambopata Nature Reserve, ca. 30 air km or 70-80 river km. south-southwest of Puerto Maldonado at effluence Rio Torre - Rio Tambopata (southeast bank).",PE,PRESERVED_SPECIMEN,MO,NA,1261341017,Costus acreanus (Loes.) Maas,,FALSE,MOBOT,,Costus,acreanus,
15,1976-01-24T00:00:00Z,Alwyn H. Gentry|Juan Revilla,Gentry 16277,P.J. Maas (U),Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-12.633333,-69.183333,Ca. 5 km from Puerto Maldonado near R______o Tambopata.,PE,PRESERVED_SPECIMEN,MO,NA,1261341802,Costus acreanus (Loes.) Maas,,FALSE,MOBOT,,Costus,acreanus,
16,1984-02-20T00:00:00Z,Alwyn H. Gentry|Rodolfo V___ëçsquez|Nestor Jaramillo,Gentry 45814,P. Maas (U),Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-12.81666,-69.3,"Tropical moist forest, on alluvial soil along R______o Tambopata.",PE,PRESERVED_SPECIMEN,MO,NA,1261342309,Costus acreanus (Loes.) Maas,,FALSE,MOBOT,,Costus,acreanus,
17,1982-05-26T00:00:00Z,James C. Solomon,Solomon 7811,P. Maas,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-11.08333,-65.83333,"18.4 km E of Riberalta, then 1 km NE on old road to Cachuela Esperanza. Primary forest. Trail on right side of road.",BO,PRESERVED_SPECIMEN,MO,NA,1261342485,Costus acreanus (Loes.) Maas,,FALSE,MOBOT,,Costus,acreanus,
18,1981-09-09T00:00:00Z,James C. Solomon,Solomon 6197,P.J. Maas,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-11.08333,-65.83333,"3.3 km N from the road between Riberalta and Guayaramar______n on old road to Cachuela Esperanza (ca. 18 km E of Riberalta). Primary forest, (along path on right side).",BO,PRESERVED_SPECIMEN,MO,NA,1261342574,Costus acreanus (Loes.) Maas,,FALSE,MOBOT,,Costus,acreanus,
19,2005-03-11T00:00:00Z,H. Balslev|et al.,Balslev 97147,P.J.M. Maas (U),Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,0,-76.16666,"Reserva Faunistica Cuyabeno. Laguna Grande and surroundings, including R______o Cuyabeno from Pto. Bol______var to above Laguna Ca___ë±angueno.",EC,PRESERVED_SPECIMEN,MO,NA,1261342632,Costus acreanus (Loes.) Maas,,FALSE,MOBOT,,Costus,acreanus,
20,1992-12-17T00:00:00Z,Alwyn H. Gentry|Rosa Ortiz|et al.,Gentry 78160,P.J.M. Maas (U),Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-12.833333,-69.283333,Tambopata Tourist Camp. Trail to Coca Cocha Lake.,PE,PRESERVED_SPECIMEN,MO,NA,1261342800,Costus acreanus (Loes.) Maas,,FALSE,MOBOT,,Costus,acreanus,
21,1992-12-17T00:00:00Z,Gentry AH; Ortiz R; et al.,,Maas PJM; Maas-van de Kamer H,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-12.833333,-69.283333,Tambopata Tourist Camp. Trail to Coca Cocha Lake.,PE,PRESERVED_SPECIMEN,,NA,2273771737,Costus acreanus (Loes.) Maas,,FALSE,,,Costus,acreanus,
22,1988-08-06T00:00:00Z,Percy N_____‰___ë±ez V.|C. Purizaca,N_____‰___ë±ez Vargas 9544,P.J.M. & H. Maas (U),Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-12.58333,-69.16666,"Km 21 de la carretera Cusco, margen derecha vecino al vivero forestal El Casta___ë±al y reserva de > 950 has. del Instituto de Investigaciones de la Ama_____è zon______a Peruana, en Puerto Maldonado.",PE,PRESERVED_SPECIMEN,MO,NA,1261343662,Costus acreanus (Loes.) Maas,,FALSE,MOBOT,,Costus,acreanus,
23,1995-03-20T00:00:00Z,D. C. Daly,8421,P. J. M. Maas,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-10.778333,-68.231111,Fazenda Bomfim.,BR,PRESERVED_SPECIMEN,NY,NA,1928284704,Costus acreanus (Loes.) Maas,,FALSE,,,Costus,acreanus,
24,2002-01-13T00:00:00Z,M. Alves,2363 B,P. J. M. Maas,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-10.517778,-68.518611,"Seringal da Pimenteira, no entomo da Reserva Extrativista Chico Mendes, ao longo da estrada de seringa de Petr_____‚polis para a estrada de Maio.",BR,PRESERVED_SPECIMEN,NY,NA,1928403745,Costus acreanus (Loes.) Maas,,FALSE,,,Costus,acreanus,
25,1996-01-23T00:00:00Z,C. Figueiredo,1109,P. J. M. Maas; H. Maas-van de Kamer,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-9.163539,-72.216484,"Reserva Extrativista do Alto Juru___ëç, Base da Restaura___Õª___ë£o. Rio Tejo.",BR,PRESERVED_SPECIMEN,NY,NA,1928705023,Costus acreanus (Loes.) Maas,,FALSE,,,Costus,acreanus,
26,1971-05-16T00:00:00Z,P. J. M. Maas,P13047,P. J. M. Maas; H. Maas,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-8.272066234,-72.74585282,"Porangaba, Rio Juru___ëç-Mirim.",BR,PRESERVED_SPECIMEN,NY,NA,1929185238,Costus acreanus (Loes.) Maas,,FALSE,,,Costus,acreanus,
27,1990-11-24T00:00:00Z,V. Pesha Baca,53,P. J. M. Maas,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-12.83,-69.28,"Rio Tambopata. CN Infierno. Hermosa Chica. Centro '___Õ‰ape', trail to Plot 1",PE,PRESERVED_SPECIMEN,NY,NA,1929508286,Costus acreanus (Loes.) Maas,,FALSE,,,Costus,acreanus,
28,1990-11-24T00:00:00Z,Pesha B V,,Maas PJM; Maas-van de Kamer H,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-12.833333,-69.283333,R______o Tambopata. CN Infierno. Hermosa Chica. Centro 'Napa'trail to Plot 1.,PE,PRESERVED_SPECIMEN,,NA,2273772251,Costus acreanus (Loes.) Maas,,FALSE,,,Costus,acreanus,
29,2001-12-01T00:00:00Z,P. G. Delprete,8196,P. J. M. Maas,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-10.07,-67.57,"Fazenda Experimental Catuaba, 27 km from Rio Branco on road BR-364 to Porto Velho",BR,PRESERVED_SPECIMEN,NY,NA,1930016594,Costus acreanus (Loes.) Maas,,FALSE,,,Costus,acreanus,
30,1999-03-07T00:00:00Z,R. Ehrich,9c,P. J. M. Maas,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-10.65543132,-68.50592808,"Reserva Extractivista Chico Mendes, Seringal Dois Irmaos",BR,PRESERVED_SPECIMEN,NY,NA,1930303835,Costus acreanus (Loes.) Maas,,FALSE,,,Costus,acreanus,
31,1971-05-19T00:00:00Z,P. J. M. Maas,P13155,P. J. M. Maas,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-8.272066234,-72.74585282,Near Periguilo,BR,PRESERVED_SPECIMEN,NY,NA,1930424350,Costus acreanus (Loes.) Maas,,FALSE,,,Costus,acreanus,
32,1999-01-14T00:00:00Z,Maas PJM; Maas-van de Kamer H; Divico N; Pardo G; Apaza L,,Maas PJM; Maas-van de Kamer H,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-11.05,-66,"km 7 of road from Riberalta to Santa Maria, comunidad La Union.",BO,PRESERVED_SPECIMEN,,NA,2273771081,Costus acreanus (Loes.) Maas,,FALSE,,,Costus,acreanus,
33,2002-02-16T00:00:00Z,Schunke Vigo J; Graham JG,,Maas PJM,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-10.2,-70.95,"R______o la Novia, margen derecha del caserio de la comunidad nativa San Jos___ë©.",PE,PRESERVED_SPECIMEN,,NA,2273771119,Costus acreanus (Loes.) Maas,,FALSE,,,Costus,acreanus,
34,23-Mar-99,"Daly, Kuchmeister, Gomes da Silva, Lima, Consuelo",9990,Skinner,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-9.1304,-70.1769,"Rio Purus, left bank, Seringal Santa Helena",Brazil,specimen,Jardim Botanico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,15-Nov-02,Maceda,141,Skinner,Costus acreanus (Loes.) Maas,Costus acreanus (Loes.) Maas,-12.57,-70.098,"Madre de Dios, Manu Province, Puerto Maldonade, Los Amigos Biological Station. Madre de Dios River ca. 7.0 km upriver from mouth of Rio Los Amigos",Peru,specimen,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1/25/13,Skinner,3899828,Skinner,Costus acreanus,Costus acreanus (Loes.) Maas,-12.65353167,-71.23664194,"Pantiacolla, ManÕóë_ Province, Peru",NA,NA,iNaturalist,NA,NA,Costus acreanus,NA,NA,NA,NA,NA,NA,NA
37,11/14/16,Skinner,4618858,Skinner,Costus acreanus,Costus acreanus (Loes.) Maas,-9.24668,-76.04039,"Road to Shinchi Roca, Leoncio Prado, Huanuco, Peru",NA,NA,iNaturalist,NA,NA,Costus acreanus,NA,NA,NA,NA,NA,NA,NA
38,12/9/17,Skinner,9217839,Skinner,Costus acreanus,Costus acreanus (Loes.) Maas,-10.41,-74.99,"road to Pto. Bermudez, Oxapampa Province, Peru",NA,NA,iNaturalist,NA,NA,Costus acreanus,NA,NA,NA,NA,NA,NA,NA
39,1982-11-16T00:00:00Z,Mike Hopkins,510,"Maas, P.J.M.",Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-1.416667,-69.42,"Vila Bittencourti, rio Japur___ëç, margem direita, localidade denomonada Serrinha. Mata de terra firme, solo pedregoso recoberto de liquens e musgos.",BR,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amaz___ë‚nia (INPA),NA,1042471102,Costus amazonicus (Loes.) J.F.Macbr. ssp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
40,1984-10-20T00:00:00Z,Mike Hopkins,5182,"Maas, P.J.M.",Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-7.133333,-73.22,"Estrada Treze de Maio., Estrada Treze de Maio. Mata de beira de estrada, solo argiloso.",BR,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amaz___ë‚nia (INPA),NA,1042515168,Costus amazonicus (Loes.) J.F.Macbr. ssp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
41,1968-11-27T00:00:00Z,Mike Hopkins,8937,"Maas, P.J.M.",Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-9.55,-66,Vinicity of S___ë£o Loren___Õªo mines. Forest on terra firme.,BR,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amaz___ë‚nia (INPA),NA,1042599874,Costus amazonicus (Loes.) J.F.Macbr. ssp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
42,1934-11-07T00:00:00Z,Boris Alexander Krukoff,7165,P J. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-10.764,-53.0839,,BR,PRESERVED_SPECIMEN,NHMUK,NA,1056713240,Costus amazonicus subsp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
43,1934-11-07T00:00:00Z,Boris Alexander Krukoff,7165,P J. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-10.764,-53.0839,,BR,PRESERVED_SPECIMEN,NHMUK,NA,1057145049,Costus amazonicus subsp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
44,1975-05-05T00:00:00Z,Jos___ë© Schunke V.,Schunke Vigo 8378,P. Maas & H. Maas (WAG),Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-8.16666,-76.41666,"Distrito Tucache Nuevo.  R______o de la Plata, nor este de Tocache.",PE,PRESERVED_SPECIMEN,MO,NA,1258417044,Costus amazonicus subsp. krukovii Maas,,FALSE,MOBOT,,Costus,amazonicus,krukovii
45,1977-03-13T00:00:00Z,Alwyn H. Gentry|Douglas C. Daly,Gentry 18239,P. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-4.24083,-69.94222,"Tabatinga, trail NE from Colombian border at Leticia.",BR,PRESERVED_SPECIMEN,MO,NA,1259103413,Costus amazonicus subsp. krukovii Maas,,FALSE,MOBOT,,Costus,amazonicus,krukovii
46,1977-11-23T00:00:00Z,Alwyn H. Gentry|Juan Revilla,Gentry 20558,P.J. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-4.283333,-70.283333,Rio Javari; non-inundated disturbed forest behind village of Paumari (above Atalaia del Norte); scattered patches of white sand.,BR,PRESERVED_SPECIMEN,MO,NA,1259126734,Costus amazonicus subsp. krukovii Maas,,FALSE,MOBOT,,Costus,amazonicus,krukovii
47,2004-01-30T00:00:00Z,Lorena Carrillo,Carrillo 192,P. J. M. Maas & H. Maas (WAG),Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-0.097778,-76.151944,"Comunidad Puerto Bol______var a 2:30 horas del puente del r______o Cuyabeno aguas abajo. Bosque poco intervenido, inundado por aguas blancas. Suelo arcilloso rojizo. Proyecto Etnobot___ëçnico del Herbario Nacional, co-financiado por PetroEcuador.",EC,PRESERVED_SPECIMEN,MO,NA,1259688085,Costus amazonicus subsp. krukovii Maas,,FALSE,MOBOT,,Costus,amazonicus,krukovii
48,2004-05-06T00:00:00Z,Angela Herrera|W. Guerrero,Herrera 250,P.J.M. & H. Maas (WAG),Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-0.749444,-76.781944,"Comunidad Shuar Tiguano. Al sur del Coca por la v______a al Pindo, Bloque 14 (ENCAN), en el km 45 v______a a los Pozos Hormiguero. Bosque muy h_____‰medo tropical. Bosque intervenido. Suelo arcilloso amarillento. Proyecto Etnobot___ëçnico del Herbario Nacional, financiado por Missouri Botanical Garden (MO).",EC,PRESERVED_SPECIMEN,MO,NA,1259691380,Costus amazonicus subsp. krukovii Maas,,FALSE,MOBOT,,Costus,amazonicus,krukovii
49,2004-05-06T00:00:00Z,W. Guerrero|Angela Herrera,Guerrero 137,P. J. M. Maas & H. Maas (WAG),Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-0.749444,-76.781944,"Comunidad Shuar Tiguano. Al sur del Coca por la v______a al Pindo, bloque 14 (ENCAN), en el km 45 v______a a los pozos hormiguero. Bosque muy h_____‰medo tropical. Bosque intervenido. Suelo arcilloso amarillento. Proyecto Etnobotanico del Herbario Nacional, financiado por Missouri Botanical Garden (MO).",EC,PRESERVED_SPECIMEN,MO,NA,1259693097,Costus amazonicus subsp. krukovii Maas,,FALSE,MOBOT,,Costus,amazonicus,krukovii
50,1996-05-01T00:00:00Z,Nina Kjaer-Pedersen,Kjaer-Pedersen 1192,"Mass, H. & Maas, P. (1997)",Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-0.66666,-76.4,"Napo District. Yasuni National Park, Estac______on Cientifica Yasuni, at Tiputini and surroundings. Terra firme forest. 50 - 0 in ha plot",EC,PRESERVED_SPECIMEN,MO,NA,1259996720,Costus amazonicus subsp. krukovii Maas,,FALSE,MOBOT,,Costus,amazonicus,krukovii
51,2007-03-10T00:00:00Z,Rodolfo V___ëçsquez,V___ëçsquez Mart______nez 32140,P. J. M. Maas & H. Maas (WAG),Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-10.331944,-75.266111,"Distrito Palcaz_____‰. Parque Nacional Yanachaga-Chemill___ë©n, estaci_____‚n biol_____‚gica Paujil. Bosque primario, suelo limoso sobre rocas.",PE,PRESERVED_SPECIMEN,MO,NA,1260913443,Costus amazonicus subsp. krukovii Maas,,FALSE,MOBOT,,Costus,amazonicus,krukovii
52,1974-08-03T00:00:00Z,Brent Berlin,Berlin 1997,P. J. M. Maas & H. Maas (WAG),Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-4.453,-78.16,Rio Cenepa region.  Huampami.,PE,PRESERVED_SPECIMEN,MO,NA,1261871335,Costus amazonicus subsp. krukovii Maas,,FALSE,MOBOT,,Costus,amazonicus,krukovii
53,1982-11-16T00:00:00Z,I. L. Amaral,510,P.J.M. & H. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-1.416667,-69.416667,"Vila Bittencourt, r______o Japur___ëç, margen derecha, localidad llamada Serrinha.",BR,PRESERVED_SPECIMEN,ICN,NA,1898922529,Costus amazonicus subsp. krukovii,,FALSE,,,Costus,amazonicus,krukovii
54,2001-11-17T00:00:00Z,T. B. Croat,85354,P. J. M. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-8.1342,-72.8297,"Rio Juru___ëç Mirim; disturbed terra firme ca. 2 km N of village of Vista Alegre, coordinates at river.",BR,PRESERVED_SPECIMEN,NY,NA,1927900424,Costus amazonicus subsp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
55,1971-04-21T00:00:00Z,G. T. Prance,12210,P. J. M. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-7.5,-73.73,Vicinity of Serra da Moa,BR,PRESERVED_SPECIMEN,NY,NA,1928685388,Costus amazonicus subsp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
56,1968-11-01T00:00:00Z,G. T. Prance,8175,P. J. M. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-7.283181,-64.798211,"Beside Igarap___ë© Caietit_____‰, 2 Km south of L___ëçbrea. Periodically flooded forest.",BR,PRESERVED_SPECIMEN,NY,NA,1929182040,Costus amazonicus subsp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
57,1971-05-06T00:00:00Z,P. J. M. Maas,P12752,P. J. M. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-7.634555023,-72.67164576,Estr. Alhemanha,BR,PRESERVED_SPECIMEN,NY,NA,1929641083,Costus amazonicus subsp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
58,1934-11-11T00:00:00Z,B. A. Krukoff,7165,P. J. M. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-7.509589456,-63.02199391,On plateau between Rio Livramento and Rio Ipixuna.,BR,PRESERVED_SPECIMEN,NY,NA,1929737274,Costus amazonicus subsp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
59,1971-05-09T00:00:00Z,P. J. M. Maas,P12826,P. J. M. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-7.634555023,-72.67164576,Igarap___ë© Sao Francisco,BR,PRESERVED_SPECIMEN,NY,NA,1929962521,Costus amazonicus subsp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
60,1931-12-01T00:00:00Z,B. A. Krukoff,1561,P. J. M. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-8.8842,-62.2167,"Source of the Jatuarana River, Machado River region.",BR,PRESERVED_SPECIMEN,NY,NA,1930904804,Costus amazonicus subsp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
61,1966-01-23T00:00:00Z,N. T. da Silva,60852,P. J. M. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,0.531955,-65.867369,"Rio Negro, Rio Cauabur______, Rio Maturac___ëç.  Between Miss___ë£o Salesiana and Serra Pirapuc_____‰.",BR,PRESERVED_SPECIMEN,NY,NA,1930944365,Costus amazonicus subsp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
62,1976-10-24T00:00:00Z,G. T. Prance,24069,P. J. M. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-4.60596,-71.962474,"Rio Javar______, 2 hours above Rio Javarizinho",PE,PRESERVED_SPECIMEN,NY,NA,1931327107,Costus amazonicus subsp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
63,1992-01-15T00:00:00Z,L. A. de Lima,227,P. J. M. Maas,Costus amazonicus subsp. krukovii Maas,Costus amazonicus subsp. krukovii Maas,-9.12,-72.7,"Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 2.",BR,PRESERVED_SPECIMEN,NY,NA,1931331954,Costus amazonicus subsp. krukovii Maas,,FALSE,,,Costus,amazonicus,krukovii
64,2/9/19,Skinner,20860917,Skinner,Costus amazonicus krukovii,Costus amazonicus subsp. krukovii Maas,-7.864516667,-73.53421667,"Rodrigues Alves - State of Acre, Brazil",NA,NA,iNaturalist,NA,NA,Costus amazonicus krukovii,NA,NA,NA,NA,NA,NA,NA
65,2/10/19,Skinner,20861449,Skinner,Costus amazonicus krukovii,Costus amazonicus subsp. krukovii Maas,-7.867452778,-73.52283889,"Rio Azul, State of Acre, Brazil",NA,NA,iNaturalist,NA,NA,Costus amazonicus krukovii,NA,NA,NA,NA,NA,NA,NA
66,4/14/19,Skinner,23603557,Skinner,Costus amazonicus krukovii,Costus amazonicus subsp. krukovii Maas,-7.5634528,-72.7141167,"Ufac, Cruzeiro do Sul - State of Acre, Brazil",NA,NA,iNaturalist,NA,NA,Costus amazonicus krukovii,NA,NA,NA,NA,NA,NA,NA
67,13-Dec-76,McElroy,9,Maas,Costus amazonicus subsp. amazonicus,Costus amazonicus subsp. amazonicus,-2.15,-77.65,"Macuma, Ecuador. Trail to Tunanza",Ecuador,specimen,BH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2010-12-13T00:00:00Z,Luis Valenzuela G.|J.L. Mateo|C. Mateo,Valenzuela Gamarra 16159,P. & H. Maas (WAG),Costus amazonicus subsp. amazonicus,Costus amazonicus subsp. amazonicus,-10.193055,-75.414722,Dist. Pozuzo. Sector Alto Lagarto Villa Progreso. Reserva Comunal Yanesha.,PE,PRESERVED_SPECIMEN,MO,NA,1257975716,Costus amazonicus subsp. amazonicus,,FALSE,MOBOT,,Costus,amazonicus,amazonicus
